Name,Team,Sport,num_medals,Gold_Medals,Silver_Medals,Bronze_Medals
"Steve Guerdat",Switzerland,Equestrianism,2,1,0,1
"Irene May Guest (-Loog)","United States",Swimming,2,1,1,0
"Henri Napolon Marie Maurice Gufflet",Gitana-2,Sailing,2,0,1,1
"Robert Gufflet",Gitana-2,Sailing,2,0,1,1
"Savino Guglielmetti",Italy,Gymnastics,2,2,0,0
"Pierre Guichot",France,Fencing,2,0,1,1
"Carlette Denise Guidry-White (-Falkquay)","United States",Athletics,2,2,0,0
"Rafael Guijosa Castillo",Spain,Handball,2,0,0,2
"Leandro Marques Guilheiro",Brazil,Judo,2,0,0,2
"Sylvain Guillaume",France,"Nordic Combined",2,0,1,1
"Joseph Guillemot",France,Athletics,2,1,1,0
"Wolfgang Gldenpfennig","East Germany",Rowing,2,1,0,1
"Alejandra Laura Gulla",Argentina,Hockey,2,0,0,2
"Vadim Vladimirovich Gulyayev","Soviet Union","Water Polo",2,1,1,0
"Leonard Max Gumpel",Sweden,"Water Polo",2,0,1,1
"Vladimir Ilyich Gundartsev","Soviet Union",Biathlon,2,1,0,1
"Roland Gune",Romania,Handball,2,0,1,1
"Hasan Gngr",Turkey,Wrestling,2,1,1,0
"Sally Jane Janet Gunnell (-Bigg)","Great Britain",Athletics,2,1,0,1
"Jakob "Jack"" Gnthard"",Switzerland,Gymnastics,2,1,1,0
"Guo Linyao",China,Gymnastics,2,0,1,1
"Guo Wenjun",China,Shooting,2,2,0,0
"Sergey Gusev","Soviet Union",Swimming,2,0,1,1
"Gustavo Endres",Brazil,Volleyball,2,1,1,0
"Leonardo Martn Gutirrez",Argentina,Basketball,2,1,0,1
"Kroly Gttler",Hungary,Swimming,2,0,2,0
"Fabrice Jean-Marie Guy",France,"Nordic Combined",2,1,0,1
"James George Guy","Great Britain",Swimming,2,0,2,0
"Brice Emmanuel Guyart",France,Fencing,2,2,0,0
"Elisabeta Guzganu-Tufan",Romania,Fencing,2,0,1,1
"Andrea Gyarmati (-Hesz)",Hungary,Swimming,2,0,1,1
"Kate Gynther",Australia,"Water Polo",2,0,0,2
"Ileana Gyulai-Drmb-Jenei",Romania,Fencing,2,0,0,2
"Ginka Gyurova",Bulgaria,Rowing,2,0,2,0
"Dniel Gyurta",Hungary,Swimming,2,1,1,0
"Ha Tae-Gwon","South Korea-2",Badminton,2,1,0,1
"Christl Haas",Austria,"Alpine Skiing",2,1,0,1
"Hans Haas",Austria,Weightlifting,2,1,1,0
"Karl-Friedrich Haas",Germany,Athletics,2,0,1,1
"Helga Haase (Obschernitzki-)",Germany,"Speed Skating",2,1,1,0
"Arvo Jaakko Haavisto",Finland,Wrestling,2,1,0,1
"Bruno Habrovs","Soviet Union",Fencing,2,0,0,2
"Gianna Habltzel-Brki",Switzerland,Fencing,2,0,2,0
"Michael Florian Hadschieff",Austria,"Speed Skating",2,0,1,1
"Harold H. "Hal"" Haenel"","United States",Sailing,2,1,1,0
"Reinhard Hfner","East Germany",Football,2,1,0,1
"Roman Hagara",Austria,Sailing,2,2,0,0
"Erich Walter Hagen",Germany,Cycling,2,0,1,1
"Oddbjrn Hagen",Norway,"Cross Country Skiing",2,0,2,0
"Thoralf Hagen",Norway,Rowing,2,0,0,2
"Niklas Hagman",Finland,"Ice Hockey",2,0,1,1
"Norbert Hahn","East Germany-1",Luge,2,2,0,0
"Robert Irwin Haigh",Australia,Hockey,2,0,2,0
"Laszlo Erik Hajas",Sweden,Handball,2,0,2,0
"Ulla Margareta Mileva Hkansson (Svenfelt-)",Sweden,Equestrianism,2,0,0,2
"Burdette Eliele "Burdie"" Haldorson"","United States",Basketball,2,2,0,0
"Ian Hallam","Great Britain",Cycling,2,0,0,2
"Steven Leslie Hallard","Great Britain",Archery,2,0,0,2
"Norman Frederick Hallows","Great Britain",Athletics,2,1,0,1
"Arne Halse",Norway,Athletics,2,0,1,1
"Trine Haltvik",Norway,Handball,2,0,1,1
"Harald Halvorsen",Norway,Gymnastics,2,1,1,0
"Keiko Hama",Japan,Volleyball,2,0,2,0
"Kyoko Hamaguchi",Japan,Wrestling,2,0,0,2
"Pentti Olavi Hmlinen",Finland,Boxing,2,1,0,1
"Ren Nicolas Adrien Hamel",France,Cycling,2,1,0,1
"Kathleen "Kathy"" Hammond (-Tyson)"","United States",Athletics,2,0,1,1
"Leslie Charles Hammond",India,Hockey,2,2,0,0
"Robert Rodney "Rob"" Hammond"",Australia,Hockey,2,1,0,1
"Olaf Hampel",Germany-2,Bobsleigh,2,2,0,0
"Thomas "Tommy"" Hampson"","Great Britain",Athletics,2,1,1,0
"Millard Frank Hampton  Jr.","United States",Athletics,2,1,1,0
"Han Tianyu",China,"Short Track Speed Skating",2,0,1,1
"Vincent Hancock","United States",Shooting,2,2,0,0
"Tayyiba Mumtaz Haneef-Park","United States",Volleyball,2,0,2,0
"Horst Ulrich "Uli"" Hnel"","West Germany",Hockey,2,0,2,0
"Martin Hner",Germany,Hockey,2,1,0,1
"Fiona Hanes-Crawford",Australia,Softball,2,0,1,1
"Cornelia Hanisch","West Germany",Fencing,2,1,1,0
"Ren Hannemann",Germany-1,Bobsleigh,2,0,1,1
"Alf John Hansen",Norway,Rowing,2,1,1,0
"Erik Herman Hansen",Denmark,Sailing,2,2,0,0
"Frank Hansen",Norway,Rowing,2,1,1,0
"Harald Hansen",Denmark,Football,2,0,2,0
"Brooke Louise Hanson (-Clarke)",Australia,Swimming,2,1,1,0
"Saho Harada",Japan,"Synchronized Swimming",2,0,1,1
"Katrine Lunde Haraldsen",Norway,Handball,2,2,0,0
"Sarah Lucy Hardcastle (-Thomas)","Great Britain",Swimming,2,0,1,1
"Kelly Hardie",Australia,Softball,2,0,0,2
"Glenn Foster Hardin","United States",Athletics,2,1,1,0
"Jessica Adele Hardy (-Meichtry)","United States",Swimming,2,1,0,1
"Thomas Truxtun Hare","United States",Athletics,2,0,1,1
"Bruce Ira Harlan","United States",Diving,2,1,1,0
"Christa Deanne Harmotto-Dietzen","United States",Volleyball,2,0,1,1
"Dawn Harper (-Everhart  -Nelson)","United States",Athletics,2,1,1,0
"Otis Harris  Jr.","United States",Athletics,2,1,1,0
"Reginald Hargreaves "Reg"" Harris"","Great Britain",Cycling,2,0,2,0
"Alvin Leonardo Harrison","United States",Athletics,2,1,1,0
"Kayla Harrison","United States",Judo,2,2,0,0
"Sara Harstick",Germany,Swimming,2,0,0,2
"Lis Hartel (Holst-)",Denmark,Equestrianism,2,0,2,0
"Erin Wesley Hartwell","United States",Cycling,2,0,1,1
"Johannes "Johs"" Harviken"",Norway,"Cross Country Skiing",2,0,1,1
"Armin Hary",Germany,Athletics,2,2,0,0
"Dominik Haek","Czech Republic","Ice Hockey",2,1,0,1
"Juliet Haslam",Australia,Hockey,2,2,0,0
"Kurt Hasse",Germany,Equestrianism,2,2,0,0
"Natasha Monique Hastings","United States",Athletics,2,2,0,0
"Heikki Vihtori Hasu",Finland,"Nordic Combined",2,1,1,0
"Annia Portuondo Hatch","United States",Gymnastics,2,0,2,0
"Stine Lise Hattestad (-Bratsberg)",Norway,"Freestyle Skiing",2,1,0,1
"Frank Otto Haubold","United States",Gymnastics,2,0,1,1
"Thorleif Haug (Johnsen-)",Norway,"Cross Country Skiing",2,2,0,0
"Patrick Hausding",Germany,Diving,2,0,1,1
"Simone Hye-Soon Hauswald (Denkinger-)",Germany,Biathlon,2,0,0,2
"Daniel Havel","Czech Republic",Canoeing,2,0,0,2
"Frank Benjamin Havens","United States",Canoeing,2,1,1,0
"Heinrich-Georg "Heinz"" Hax"",Germany,Shooting,2,0,2,0
"Takuji Hayata",Japan,Gymnastics,2,2,0,0
"Robert Lee "Bob"" Hayes"","United States",Athletics,2,2,0,0
"Neville Ronald Hayes",Australia,Swimming,2,0,2,0
"Robert John "Rob"" Hayles"","Great Britain",Cycling,2,0,1,1
"He Chong",China,Diving,2,1,0,1
"He Wenna",China,Trampolining,2,1,0,1
"He Ying",China,Archery,2,0,2,0
"He Yingqiang",China,Weightlifting,2,0,1,1
"Cecil Patrick Healy",Australasia,Swimming,2,1,1,0
"Geraldine Anne Heaney",Canada,"Ice Hockey",2,1,1,0
"Tobin Powell Heath","United States",Football,2,2,0,0
"John Rutherford "Jack"" Heaton"","United States",Skeleton,2,0,2,0
"Waltraud J. "Traudl"" Hecher (-Grgl)"",Austria,"Alpine Skiing",2,0,0,2
"Gunnar Robert Hedin",Sweden,Handball,2,0,2,0
"Frederike Johanna Maria "Femke"" Heemskerk"",Netherlands,Swimming,2,1,1,0
"Stephen Edward "Steve"" Hegg"","United States",Cycling,2,1,1,0
"Hans-Jrgen Hehn","West Germany",Fencing,2,0,2,0
"Irma Heijting-Schuhmacher",Netherlands,Swimming,2,0,1,1
"Jennifer Heil",Canada,"Freestyle Skiing",2,1,1,0
"August Heim",Germany,Fencing,2,0,0,2
"Harald Hein","West Germany",Fencing,2,1,1,0
"Judith "Jutta"" Heine"",Germany,Athletics,2,0,2,0
"Carol Elizabeth Heiss (-Jenkins)","United States","Figure Skating",2,1,1,0
"Milan Hejduk","Czech Republic","Ice Hockey",2,1,0,1
"Hendrik Jan "Henk Jan"" Held"",Netherlands,Volleyball,2,1,1,0
"Greta Mettina "Greet"" Hellemans"",Netherlands,Rowing,2,0,1,1
"Nicolette Hellemans (-van Berkel)",Netherlands,Rowing,2,0,1,1
"Andr Heller",Brazil,Volleyball,2,1,1,0
"Angelika Hellmann (-Keilig)","East Germany",Gymnastics,2,0,1,1
"Mathew Glen Helm",Australia,Diving,2,0,1,1
"Margitta Helmbold-Gummel","East Germany",Athletics,2,1,1,0
"Ingeborg "Inge"" Helten"","West Germany",Athletics,2,0,1,1
"Jan Hempel",Germany,Diving,2,0,1,1
"Udo Hempel","West Germany",Cycling,2,1,1,0
"Nicolas Hnard",France,Sailing,2,2,0,0
"Monique Marie Henderson","United States",Athletics,2,2,0,0
"Rainer Henkel","West Germany",Swimming,2,0,1,1
"Monique Hennagan","United States",Athletics,2,2,0,0
"Edward August "Ed"" Hennig"","United States",Gymnastics,2,2,0,0
"Gerhard Hennige","West Germany",Athletics,2,0,1,1
"Anne Elizabeth Henning (-Walker)","United States","Speed Skating",2,1,0,1
"John Malcolm "Jon"" Henricks"",Australia,Swimming,2,2,0,0
"Thais Henrquez Torres",Spain,"Synchronized Swimming",2,0,1,1
"Michael David Hepburn",Australia,Cycling,2,0,2,0
"Arthur Alfred Hermann",France,Gymnastics,2,0,1,1
"Jos Alberto Hernndez Prez",Cuba,Baseball,2,2,0,0
"Ariel Hernndez Azcuy",Cuba,Boxing,2,2,0,0
"Israel Hernndez Planas",Cuba,Judo,2,0,0,2
"Lauren Zoe "Laurie"" Hernandez"","United States",Gymnastics,2,1,1,0
"Juan Hernndez Sierra",Cuba,Boxing,2,0,2,0
"Henri Louis Hrouin  Sr.",France,Archery,2,2,0,0
"Camilla Herrem",Norway,Handball,2,1,0,1
"Angel Herrera Vera",Cuba,Boxing,2,2,0,0
"Lutz Helich","East Germany",Cycling,2,2,0,0
"Veronika Hesse-Schmidt","East Germany","Cross Country Skiing",2,1,0,1
"Carl Rupert Hester","Great Britain",Equestrianism,2,1,1,0
"Mihly Hesz (Hess)",Hungary,Canoeing,2,1,1,0
"Tor-Arne Hetland",Norway,"Cross Country Skiing",2,1,1,0
"Gerhard Hetz",Germany,Swimming,2,0,1,1
"Istvn Hevesi",Hungary,"Water Polo",2,1,0,1
"Mirja Kyllikki Hietamies (-Etelp)",Finland,"Cross Country Skiing",2,1,1,0
"Yrj Jalmari Hietanen",Finland,Canoeing,2,2,0,0
"Paul-Peter Hildgartner",Italy,Luge,2,1,1,0
"tpnka Hilgertov (Prokov-)","Czech Republic",Canoeing,2,2,0,0
"Achim Hill",Germany,Rowing,2,0,2,0
"Phelan Peter Hill","Great Britain",Rowing,2,1,0,1
"Georg Otto Hilmar",Germany,Gymnastics,2,2,0,0
"Philip Hindes","Great Britain",Cycling,2,2,0,0
"James Ray "Jim"" Hines"","United States",Athletics,2,2,0,0
"Igor Hini",Croatia,"Water Polo",2,1,1,0
"Lars Hinneburg","East Germany",Swimming,2,0,1,1
"Ernst Hinterseer",Austria,"Alpine Skiing",2,1,0,1
"Koichiro Hirayama",Japan,Wrestling,2,0,1,1
"Nikolaus Hirschl",Austria,Wrestling,2,0,0,2
"Eileen May Hiscock (-Wilson)","Great Britain",Athletics,2,0,1,1
"Simon John Hiscocks","Great Britain",Sailing,2,0,1,1
"Peter Michael Hjlm",Sweden,"Ice Hockey",2,0,0,2
"Odd-Bjrn Hjelmeset",Norway,"Cross Country Skiing",2,0,1,1
"Ivan Hlinka",Czechoslovakia,"Ice Hockey",2,0,1,1
"Hong Xun Vinh",Vietnam,Shooting,2,1,1,0
"Percy Hodge","Great Britain",Athletics,2,1,1,0
"George Ritchie Hodgson",Canada,Swimming,2,2,0,0
"Max Hoff",Germany,Canoeing,2,1,0,1
"Christian Hoffmann",Austria,"Cross Country Skiing",2,1,0,1
"Jrg Hoffmann","East Germany-1",Luge,2,1,0,1
"Anette Hoffmann-Mberg",Denmark,Handball,2,2,0,0
"Hanne Hogness",Norway,Handball,2,0,2,0
"Ji Holeek",Czechoslovakia,"Ice Hockey",2,0,1,1
"Josef Holeek",Czechoslovakia,Canoeing,2,2,0,0
"Susan "Sue"" Holloway (-Joy)"",Canada,Canoeing,2,0,1,1
"Martin Hollstein",Germany,Canoeing,2,1,0,1
"Edith Dorothy Holman","Great Britain",Tennis,2,0,2,0
"Torsten Oswald Magnus Holmberg",Sweden,Gymnastics,2,2,0,0
"Eleonoor Wendeline "Noor"" Holsboer"",Netherlands,Hockey,2,0,0,2
"Ylva Erika Holst",Sweden,"Ice Hockey",2,0,1,1
"Martin Drummond Vesey Holt","Great Britain",Fencing,2,0,2,0
"Alexander H. "Alex"" Homberger"",Switzerland,Rowing,2,0,1,1
"Hans Ernst Homberger",Switzerland,Rowing,2,0,1,1
"Jos Javier Hombrados Ibez",Spain,Handball,2,0,0,2
"Conrad E. Homfeld","United States",Equestrianism,2,1,1,0
"Valeriy Volodymyrovych Honcharov",Ukraine,Gymnastics,2,1,1,0
"Roman Volodymyrovych Hontiuk",Ukraine,Judo,2,0,1,1
"Beau Hoopman","United States",Rowing,2,1,0,1
"Wolfgang Hoppe",Germany-1,Bobsleigh,2,0,1,1
"Miloslav Hoava",Czechoslovakia,"Ice Hockey",2,0,1,1
"Josef Horeovsk",Czechoslovakia,"Ice Hockey",2,0,1,1
"Gyrgy Horkai",Hungary,"Water Polo",2,1,0,1
"Stefan Horngacher",Austria,"Ski Jumping",2,0,0,2
"Marquis Franklin "Bill"" Horr"","United States",Athletics,2,0,1,1
"Jonathan Alan Horton","United States",Gymnastics,2,0,1,1
"Csaba Horvth",Hungary,Canoeing,2,1,0,1
"Zoltn Horvth",Hungary,Fencing,2,1,1,0
"Natsumi Hoshi",Japan,Swimming,2,0,0,2
"Henry William Furse "Bill"" Hoskyns"","Great Britain",Fencing,2,0,2,0
"Shinji Hosokawa",Japan,Judo,2,1,0,1
"Hou Yuzhu",China,Volleyball,2,1,0,1
"William Marion "Bill"" Hougland"","United States",Basketball,2,2,0,0
"Malcolm Howard",Canada,Rowing,2,1,1,0
"Sherri Frances Howard","United States",Athletics,2,1,1,0
"Matilda "Lida"" Howell (Scott-)"","United States",Archery,2,2,0,0
"Kate Louise Howey","Great Britain",Judo,2,0,1,1
"Didier Hoyer",France,Canoeing,2,0,0,2
"Gregor Hradetzky",Austria,Canoeing,2,2,0,0
"Hsu Shu-Ching","Chinese Taipei",Weightlifting,2,1,1,0
"Hu Yadong",China,Rowing,2,0,1,1
"Huang Chih-Hsiung","Chinese Taipei",Taekwondo,2,0,1,1
"Huang Shanshan",China,Trampolining,2,0,1,1
"Huang Shiping",China,Shooting,2,0,1,1
"Huang Wenyi",China,Rowing,2,0,1,1
"Bente Nordby",Norway,Football,2,1,0,1
"Axel Nordlander",Sweden,Equestrianism,2,2,0,0
"Hans Theodor Nordvik (Torbergsen-)",Norway,Shooting,2,2,0,0
"Wolfgang Nordwig","East Germany",Athletics,2,1,0,1
"Karl Axel Patrik Norling",Sweden,Gymnastics,2,2,0,0
"Lars Daniel Norling",Sweden,Gymnastics,2,2,0,0
"Douglas Dale "Doug"" Northway"","United States",Swimming,2,1,0,1
"Anke Nothnagel-von Seck","East Germany",Canoeing,2,2,0,0
"Anke Nothnagel-von Seck",Germany,Canoeing,2,1,1,0
"Martin Wayne "Marty"" Nothstein"","United States",Cycling,2,1,1,0
"Eduard Novk",Czechoslovakia,"Ice Hockey",2,0,1,1
"Voldemaras Novickis","Soviet Union",Handball,2,1,1,0
"Olga Nikolayevna Novokshchenova",Russia,"Synchronized Swimming",2,2,0,0
"Jana Novotn","Czech Republic",Tennis,2,0,1,1
"Richard Nowakowski","East Germany",Boxing,2,0,1,1
"Mieczysaw Pawe Nowicki",Poland,Cycling,2,0,1,1
"Andr Alfons Noyelle",Belgium,Cycling,2,2,0,0
"Tonje Nstvold",Norway,Handball,2,2,0,0
"Mauro Numa",Italy,Fencing,2,2,0,0
"Jordi Nuez Carretero",Spain,Handball,2,0,0,2
"Norayr Aram Nurikyan",Bulgaria,Weightlifting,2,2,0,0
"Liliya Foatovna Nurutdinova","Unified Team",Athletics,2,1,1,0
"Hezekiah Munyoro Nyamau",Kenya,Athletics,2,1,1,0
"Mauri Kalervo Nyberg-Noroma",Finland,Gymnastics,2,0,0,2
"Hjalmar Eemil Nystrm",Finland,Wrestling,2,0,1,1
"O Sang-Eun","South Korea","Table Tennis",2,0,1,1
"Lovett Ian O'Brien",Australia,Swimming,2,1,0,1
"James Jay "J. J."" O'Brien"","United States-1",Bobsleigh,2,1,1,0
"Christina Obergfll",Germany,Athletics,2,0,1,1
"Ute Oberhoffner-Wei","East Germany",Luge,2,0,1,1
"Fabricio Ral Jess Oberto",Argentina,Basketball,2,1,0,1
"Patrick "Pat"" O'Callaghan"",Ireland,Athletics,2,2,0,0
"Peter O'Connor","Great Britain",Athletics,2,1,1,0
"James Wallace "Wally"" O'Connor"","United States","Water Polo",2,0,0,2
"Miguel ngel "Miki"" Oca Gaia"",Spain,"Water Polo",2,1,1,0
"Emil Antoni Ochyra",Poland,Fencing,2,0,1,1
"Edward "Eddie"" Ockenden"",Australia,Hockey,2,0,0,2
"Dorothy Jennifer Beatrice Odam-Tyler","Great Britain",Athletics,2,0,2,0
"Vicyohandri Odeln Sanam",Cuba,Baseball,2,1,1,0
"Brigitte Oertli",Switzerland,"Alpine Skiing",2,0,2,0
"smail Oan",Turkey,Wrestling,2,1,1,0
"Kenji Ogiwara",Japan,"Nordic Combined",2,2,0,0
"Geminio Ognio",Italy,"Water Polo",2,1,0,1
"Mirjana Ognjenovi",Yugoslavia,Handball,2,1,1,0
"Falilat Ogunkoya (-Osheku)",Nigeria,Athletics,2,0,1,1
"Oh Jin-Hyek","South Korea",Archery,2,1,0,1
"Jens Erik hling",Sweden,"Ice Hockey",2,0,0,2
"Per Erik Fabian Ohlsson",Sweden,Shooting,2,0,1,1
"Martine Ohr",Netherlands,Hockey,2,1,0,1
"Masashi Ohuchi",Japan,Weightlifting,2,0,1,1
"Sumie Oinuma",Japan,Volleyball,2,0,2,0
"Janne Juhani Ojanen",Finland,"Ice Hockey",2,0,1,1
"Takanobu Okabe",Japan,"Ski Jumping",2,1,1,0
"Mariko Okamoto (-Nakano)",Japan,Volleyball,2,1,1,0
"Seiji Oko",Japan,Volleyball,2,1,1,0
"Fumiko Okuno",Japan,"Synchronized Swimming",2,0,0,2
"Jess "Josu"" Olalla Iraeta"",Spain,Handball,2,0,0,2
"Maria Olaru",Romania,Gymnastics,2,1,1,0
"Artur Olech",Poland,Boxing,2,0,2,0
"Ercole Olgeni",Italy,Rowing,2,1,1,0
"Eugne Victor Olivier",France,Fencing,2,1,0,1
"Nadiya Fedorivna Olizarenko (Mushta-)","Soviet Union",Athletics,2,1,0,1
"Anna-Carin Helena Cecilia Olofsson-Zidek",Sweden,Biathlon,2,1,1,0
"Steen Lerche Olsen (-Lerkentorp)",Denmark,Gymnastics,2,1,0,1
"Zoe Ann Olsen-Jensen (-Bramham)","United States",Diving,2,0,1,1
"Carl Adolf Ragnar Olson",Sweden,Equestrianism,2,0,1,1
"Weldon Howard "Weldy"" Olson"","United States","Ice Hockey",2,1,1,0
"Mats ke Olsson",Sweden,Handball,2,0,2,0
"Oluf Olsson",Denmark,Gymnastics,2,0,1,1
"Alevtina Sergeyevna Olyunina-Smirnova (-Panarina)","Soviet Union","Cross Country Skiing",2,1,1,0
"Om Yun-Chol","North Korea",Weightlifting,2,1,1,0
"Harcourt Ommundsen","Great Britain",Shooting,2,0,2,0
"Philippe Louis Ren Marcel Omns",France,Fencing,2,1,0,1
"John Thomas O'Neil","United States",Rugby,2,2,0,0
"Vanina Paula Oneto",Argentina,Hockey,2,0,1,1
"Henrietta nodi",Hungary,Gymnastics,2,1,1,0
"Nkemdilim "Mary"" Onyali-Omagbemi"",Nigeria,Athletics,2,0,0,2
"Volodymyr Ivanovych Onyshchenko","Soviet Union",Football,2,0,0,2
"Jacob Opdahl",Norway,Gymnastics,2,1,1,0
"Joseph Albert Clestin Rmy Orban","Royal Club Nautique de Gand",Rowing,2,0,2,0
"Brian Ernest Orser",Canada,"Figure Skating",2,0,2,0
"George Washington F. Orton",Canada,Athletics,2,1,0,1
"Yoshihiko Osaki",Japan,Swimming,2,0,1,1
"Harold Marion Osborn (Osborne-)","United States",Athletics,2,2,0,0
"Markus Tobias Oscarsson",Sweden,Canoeing,2,1,1,0
"Martinus Bernardus "Tinus"" Osendarp"",Netherlands,Athletics,2,0,0,2
"Irina Viktorovna Osipova (-Minayeva)",Russia,Basketball,2,0,0,2
"Albina Lucy Charlotte Osipowich (-Van Aken)","United States",Swimming,2,2,0,0
"Vladimir Yuryevich Osokin","Soviet Union",Cycling,2,1,1,0
"Nils Holger stensson",Sweden,"Cross Country Skiing",2,1,1,0
"Catherine Leigh "Cat"" Osterman"","United States",Softball,2,1,1,0
"Oscar Paul Osthoff","United States",Weightlifting,2,1,1,0
"Ingvild Flugstad stberg",Norway,"Cross Country Skiing",2,1,1,0
"Akira Ota",Japan,Wrestling,2,0,2,0
"Yuki Ota",Japan,Fencing,2,0,2,0
"Mirjam Ott",Switzerland,Curling,2,0,2,0
"Sylke Otto",Germany,Luge,2,2,0,0
"Jan Bo Otto Ottosson",Sweden,"Cross Country Skiing",2,2,0,0
"Nathan Outteridge",Australia,Sailing,2,1,1,0
"Tatyana Nikolayevna Ovechkina (Kabayeva-)","Soviet Union",Basketball,2,2,0,0
"Stephen Michael John "Steve"" Ovett"","Great Britain",Athletics,2,1,0,1
"Edward "Eddie"" Owen"","Great Britain",Athletics,2,0,1,1
"Tom Erik Oxholm",Norway,"Speed Skating",2,0,0,2
"Yury Viktorovich Ozerov","Soviet Union",Basketball,2,0,2,0
"Norbert Wojciech Ozimek",Poland,Weightlifting,2,0,1,1
"Ann Elizabeth Packer (-Brightwell)","Great Britain",Athletics,2,1,1,0
"Charles Bnoni Louis Pacme",France,Wrestling,2,1,1,0
"Ildik Pdr",Hungary,Handball,2,0,1,1
"Juan Padilla Alfonso",Cuba,Baseball,2,2,0,0
"Henri Antoine Padou  Sr.",France,"Water Polo",2,1,0,1
"Malcolm George Page",Australia,Sailing,2,2,0,0
"Sumner Paine","United States",Shooting,2,1,1,0
"Mariana Pajn Londoo",Colombia,Cycling,2,2,0,0
"Veikko Ilmari Pakarinen",Finland,Gymnastics,2,0,0,2
"Olena Ivanivna Pakholchyk",Ukraine,Sailing,2,0,0,2
"Anders Gustaf Paulus "Paul"" Paln"",Sweden,Shooting,2,1,1,0
"Ireneusz Paliski",Poland,Weightlifting,2,1,0,1
"Diana Boneva Paliyska",Bulgaria,Canoeing,2,0,1,1
"Adiel Palma Lpez",Cuba,Baseball,2,1,1,0
"Kylie Jayne Palmer",Australia,Swimming,2,1,1,0
"Kristjan Palusalu",Estonia,Wrestling,2,2,0,0
"Abdon Pamich",Italy,Athletics,2,1,0,1
"Yuriy Petrovych Panchenko","Soviet Union",Volleyball,2,1,1,0
"Zoran Pani",Yugoslavia,Rowing,2,0,1,1
"Mikls Pncsics",Hungary,Football,2,1,1,0
"Pang Wei",China,Shooting,2,1,0,1
"Nikolay Ivanovich Pankin","Soviet Union",Swimming,2,0,0,2
"Adam Stanisaw Pape",Poland,Fencing,2,0,0,2
"Ulrich Papke",Germany,Canoeing,2,1,1,0
"Bertalan Papp",Hungary,Fencing,2,2,0,0
"Ioana Cristina Papuc-Rotaru",Romania,Rowing,2,1,0,1
"Guilherme Paraense",Brazil,Shooting,2,1,0,1
"Paula Beln Pareto",Argentina,Judo,2,1,0,1
"Giuseppe Paris",Italy,Gymnastics,2,2,0,0
"Park Jeong-Rim","South Korea",Handball,2,1,1,0
"Park Jin-Man","South Korea",Baseball,2,1,0,1
"Park Seong-Su","South Korea",Archery,2,1,1,0
"Candace Nicole Parker (-Williams)","United States",Basketball,2,2,0,0
"Andr Joseph Parmentier",France,Shooting,2,0,1,1
"Derek Parra","United States","Speed Skating",2,1,1,0
"Robert Douglas "Doug"" Partie"","United States",Volleyball,2,1,0,1
"Alexander Matthew "Alex"" Partridge"","Great Britain",Rowing,2,0,1,1
"Artur Jerzy Partyka",Poland,Athletics,2,0,1,1
"Ryszard Wadysaw Parulski",Poland,Fencing,2,0,1,1
"Tomislav Pakvalin",Yugoslavia,"Water Polo",2,2,0,0
"Johann Passler",Italy,Biathlon,2,0,0,2
"Gianpiero Pastore",Italy,Fencing,2,0,1,1
"John Clarence "Jack"" Patrick"","United States",Rugby,2,2,0,0
"Aleksandra Vyacheslavovna Patskevich",Russia,"Synchronized Swimming",2,2,0,0
"Melvin Emery "Mel"" Patton"","United States",Athletics,2,2,0,0
"Christopher Emmanuel "Chris"" Paul"","United States",Basketball,2,2,0,0
"Paula Renata Marques Pequeno",Brazil,Volleyball,2,2,0,0
"Modestas Juozapas Paulauskas","Soviet Union",Basketball,2,1,0,1
"Attilio Pavesi",Italy,Cycling,2,2,0,0
"Josip Pavi",Croatia,"Water Polo",2,1,1,0
"Anna Anatolyevna Pavlova",Russia,Gymnastics,2,0,0,2
"Janusz Pawowski",Poland,Judo,2,0,1,1
"Marita Arthur Payne Wiggins",Canada,Athletics,2,0,2,0
"Pierre Edmond Payss",France,Gymnastics,2,2,0,0
"Gary Dwayne Payton","United States",Basketball,2,2,0,0
"Henry Robert "Bobby"" Pearce"",Australia,Rowing,2,2,0,0
"Eric Robert Pearce",Australia,Hockey,2,0,1,1
"Julian Brian Pearce",Australia,Hockey,2,0,1,1
"Adam George Peaty","Great Britain",Swimming,2,1,1,0
"Michel Pcheux",France,Fencing,2,1,0,1
"Zdenk Pecka",Czechoslovakia,Rowing,2,0,0,2
"Hans Pedersen",Denmark,Gymnastics,2,0,2,0
"Hilde Gjermundshaug Pedersen",Norway,"Cross Country Skiing",2,0,1,1
"Oluf Kristian Edvin Pedersen",Denmark,Gymnastics,2,0,1,1
"Paul Andreas Pedersen",Norway,Gymnastics,2,0,1,1
"Sergio Pedrerol Cavalle",Spain,"Water Polo",2,1,1,0
"James A. "Jimmy"" Pedro"","United States",Judo,2,0,0,2
"Mouritius Prosper "Maurice"" Peeters"",Netherlands,Cycling,2,1,0,1
"Gwendal Peizerat",France-1,"Figure Skating",2,1,0,1
"Federica Pellegrini",Italy,Swimming,2,1,1,0
"Urho Pellervo Peltonen",Finland,Athletics,2,0,1,1
"Mihaela Pene (-Brandsdorfer)",Romania,Athletics,2,1,1,0
"Cornel Penu",Romania,Handball,2,0,1,1
"Guiseppe Pietro "Joseph"" Pepe"","Great Britain",Shooting,2,1,1,0
